Iteration	Posterior	Likelihood	Prior	anagenetic_dispersal_21	anagenetic_dispersal_31	anagenetic_dispersal_54	anagenetic_dispersal_64	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	hidden_rate_1	hidden_rate_2	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	root_frequencies[5]	root_frequencies[6]	speciation_allopatry	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	speciation_rates[6]	speciation_rates[7]	speciation_rates[8]	speciation_rates[9]	speciation_rates[10]	speciation_rates[11]	speciation_rates[12]	speciation_rates[13]	speciation_rates[14]	speciation_rates[15]	speciation_rates[16]	speciation_wide_sympatry	total_extinction	total_speciation
4125	-5784.956	-5787.417	2.461052	0.01204469	0.0900634	0.472883	0.3201965	0	0.0584166	0.0711206	0	0.743321	0.239798	0.005232603	0.7168533	0.280849	0.222323	0.0495522	0.0368364	0.376106	0.0343336	0.1111342	0.21083	0.21083	0.21083	0.21083	0.21083	0.21083	0.0555671	0.0555671	0.21083	0.21083	0.21083	0.21083	0.21083	0.21083	0.0555671	0.0555671	0.4216598	1.112656	2.752227
4200	-5784.742	-5785.11	0.3684799	0.01018159	0.08657676	0.7830426	0.4717396	0	0.0362588	0.0457411	0	0.0607341	0.652261	0.01022149	1.670394	0.00430248	0.217626	0.126638	0.358304	0.255644	0.0374847	0.1364734	0.19265	0.19265	0.19265	0.19265	0.19265	0.19265	0.0682367	0.0682367	0.19265	0.19265	0.19265	0.19265	0.19265	0.19265	0.0682367	0.0682367	0.3852996	0.7949947	2.584744
4275	-5790.702	-5787.64	-3.061995	0.01168351	0.1007285	0.03013793	1.736109	0	0.0663781	0.0521354	0	0.906385	0.767657	0.01026345	1.637318	0.405158	0.161071	0.180256	0.199746	0.0171179	0.0366502	0.07458203	0.200729	0.200729	0.200729	0.200729	0.200729	0.200729	0.037291	0.037291	0.200729	0.200729	0.200729	0.200729	0.200729	0.200729	0.037291	0.037291	0.4014589	1.792556	2.557917
4350	-5789.196	-5785.3	-3.896514	0.00745642	0.07040149	0.7971955	1.148921	0	0.0274948	0.0488002	0	0.602481	0.115747	0.02259551	3.993163	0.60575	0.0855864	0.0570972	0.0878889	0.141848	0.0218288	0.1109362	0.195966	0.195966	0.195966	0.195966	0.195966	0.195966	0.0554681	0.0554681	0.195966	0.195966	0.195966	0.195966	0.195966	0.195966	0.0554681	0.0554681	0.3919327	0.7945233	2.573469
4425	-5784.558	-5785.872	1.314452	0.01051281	0.07566371	0.4085993	0.04367661	0	0.0406826	0.0816201	0	0.0744795	0.225813	0.005365966	2.84204	0.261931	0.167937	0.188233	0.0298497	0.248604	0.103446	0.14934	0.206236	0.206236	0.206236	0.206236	0.206236	0.206236	0.07467	0.07467	0.206236	0.206236	0.206236	0.206236	0.206236	0.206236	0.07467	0.07467	0.4124711	0.4225956	2.773507
4500	-5786.473	-5785.668	-0.805522	0.01573792	0.06838765	0.2213677	0.8399141	0	0.0399353	0.0575294	0	0.846248	0.485662	0.009639759	2.253106	0.147351	0.309655	0.038956	0.0438458	0.428379	0.0318131	0.1243301	0.196619	0.196619	0.196619	0.196619	0.196619	0.196619	0.0621651	0.0621651	0.196619	0.196619	0.196619	0.196619	0.196619	0.196619	0.0621651	0.0621651	0.3932373	1.429375	2.608084
4575	-5783.304	-5787.284	3.979735	0.009669808	0.09607984	0.2238745	0.04223741	0	0.0309893	0.051272	0	0.236201	0.775899	0.003369386	0.1100646	0.271766	0.414217	0.0504916	0.126799	0.083128	0.0535994	0.09578914	0.188586	0.188586	0.188586	0.188586	0.188586	0.188586	0.0478946	0.0478946	0.188586	0.188586	0.188586	0.188586	0.188586	0.188586	0.0478946	0.0478946	0.3771714	1.09436	2.454607
4650	-5784.961	-5787.071	2.110357	0.01311366	0.08174025	0.305216	0.4996503	0	0.0556585	0.0411209	0	0.211023	0.600794	0.008664955	1.596027	0.171677	0.587089	0.0347092	0.185269	0.0125802	0.00867551	0.05162922	0.201697	0.201697	0.201697	0.201697	0.201697	0.201697	0.0258146	0.0258146	0.201697	0.201697	0.201697	0.201697	0.201697	0.201697	0.0258146	0.0258146	0.4033948	0.9085962	2.523627
4725	-5784.176	-5787.233	3.057096	0.0109298	0.07346434	0.2025191	0.2762564	0	0.0115804	0.0357731	0	0.0312305	0.294107	0.004531585	0.5308799	0.0302755	0.478943	0.0493403	0.12441	0.221827	0.0952053	0.06383197	0.188207	0.188207	0.188207	0.188207	0.188207	0.188207	0.031916	0.031916	0.188207	0.188207	0.188207	0.188207	0.188207	0.188207	0.031916	0.031916	0.3764131	0.3726908	2.386142
4800	-5789.2	-5785.144	-4.056403	0.009277132	0.06451426	1.933882	0.573099	0	0.0308137	0.0210997	0	0.519356	0.425396	0.004471714	0.661842	0.176675	0.344546	0.103999	0.256007	0.107207	0.0115666	0.1046701	0.192406	0.192406	0.192406	0.192406	0.192406	0.192406	0.0523351	0.0523351	0.192406	0.192406	0.192406	0.192406	0.192406	0.192406	0.0523351	0.0523351	0.384812	0.9966648	2.518212
4875	-5786.547	-5784.349	-2.197952	0.01067588	0.08620212	0.3498822	0.5030383	0	0.0469578	0.0848117	0	0.0814274	0.381592	0.003167718	3.238	0.0128876	0.048063	0.385507	0.115862	0.430631	0.00705003	0.08267974	0.209766	0.209766	0.209766	0.209766	0.209766	0.209766	0.0413399	0.0413399	0.209766	0.209766	0.209766	0.209766	0.209766	0.209766	0.0413399	0.0413399	0.4195323	0.5947889	2.682553
4950	-5784.627	-5786.529	1.902218	0.01163117	0.08200801	0.1035681	0.1057116	0	0.0277449	0.0316577	0	0.119144	0.18578	0.04663563	8.265106	0.216876	0.0132682	0.109795	0.230702	0.370297	0.0590619	0.1158273	0.178324	0.178324	0.178324	0.178324	0.178324	0.178324	0.0579136	0.0579136	0.178324	0.178324	0.178324	0.178324	0.178324	0.178324	0.0579136	0.0579136	0.3566483	0.3643265	2.371544
5025	-5790.27	-5789.784	-0.485717	0.00454958	0.08884076	0.3847188	0.8478557	0	0.0510497	0.0767031	0	0.863256	0.178222	0.007235027	0.7032055	0.0532587	0.369783	0.0423232	0.379158	0.0735099	0.0819673	0.122782	0.194617	0.194617	0.194617	0.194617	0.194617	0.194617	0.061391	0.061391	0.194617	0.194617	0.194617	0.194617	0.194617	0.194617	0.061391	0.061391	0.389234	1.16923	2.580968
5100	-5788.155	-5788.429	0.2739065	0.01577487	0.08668828	0.02760309	1.256804	0	0.0396224	0.053997	0	0.73712	0.460715	0.0165367	1.748351	0.284032	0.222224	0.0144976	0.216235	0.239647	0.023364	0.0933873	0.195506	0.195506	0.195506	0.195506	0.195506	0.195506	0.0466937	0.0466937	0.195506	0.195506	0.195506	0.195506	0.195506	0.195506	0.0466937	0.0466937	0.391013	1.291454	2.532853
5175	-5789.244	-5786.644	-2.599713	0.0114748	0.08499071	0.05516491	1.052354	0	0.0297526	0.04467	0	0.213318	0.523565	0.0480636	7.926743	0.0193514	0.192816	0.482501	0.0746488	0.206516	0.0241662	0.1574246	0.186259	0.186259	0.186259	0.186259	0.186259	0.186259	0.0787123	0.0787123	0.186259	0.186259	0.186259	0.186259	0.186259	0.186259	0.0787123	0.0787123	0.3725189	0.811306	2.549963
5250	-5784.927	-5786.684	1.756761	0.009585303	0.08678406	0.09728954	0.4073918	0	0.0588903	0.105299	0	0.290102	0.178013	0.009667986	3.531891	0.121495	0.262971	0.105805	0.149587	0.0704318	0.289711	0.05393736	0.206599	0.206599	0.206599	0.206599	0.206599	0.206599	0.0269687	0.0269687	0.206599	0.206599	0.206599	0.206599	0.206599	0.206599	0.0269687	0.0269687	0.4131975	0.6323043	2.587059
5325	-5787.768	-5790.832	3.063725	0.01380416	0.08542459	0.06763775	0.2050102	0	0.0731789	0.127431	0	0.901071	0.419776	0.003835062	0.439512	0.530741	0.100181	0.0937388	0.123252	0.129108	0.0229795	0.04048891	0.227782	0.227782	0.227782	0.227782	0.227782	0.227782	0.0202445	0.0202445	0.227782	0.227782	0.227782	0.227782	0.227782	0.227782	0.0202445	0.0202445	0.4555636	1.521457	2.81436
5400	-5788.075	-5788.667	0.5922161	0.009664367	0.09600924	0.7516381	0.3411402	0	0.0581979	0.10674	0	0.122363	0.483142	0.01353681	2.939368	0.268625	0.0850786	0.170868	0.183018	0.247336	0.0450745	0.07914005	0.209174	0.209174	0.209174	0.209174	0.209174	0.209174	0.03957	0.03957	0.209174	0.209174	0.209174	0.209174	0.209174	0.209174	0.03957	0.03957	0.4183472	0.7704439	2.668364
5475	-5784.613	-5784.606	-0.007044991	0.01322162	0.07696834	0.4216207	0.2258452	0	0.0238102	0.040506	0	0.119005	0.15312	0.02999019	8.745563	0.775828	0.0232939	0.0178049	0.0149296	0.00681994	0.161324	0.08442813	0.185487	0.185487	0.185487	0.185487	0.185487	0.185487	0.0422141	0.0422141	0.185487	0.185487	0.185487	0.185487	0.185487	0.185487	0.0422141	0.0422141	0.370974	0.3364413	2.3947
5550	-5790.705	-5789.992	-0.7127894	0.01423719	0.05795059	0.09354947	0.6657286	0	0.0423034	0.0338937	0	0.18471	0.332051	0.05190482	8.844187	0.0801468	0.368889	0.120449	0.176077	0.0892023	0.165235	0.09181949	0.215843	0.215843	0.215843	0.215843	0.215843	0.215843	0.0459097	0.0459097	0.215843	0.215843	0.215843	0.215843	0.215843	0.215843	0.0459097	0.0459097	0.4316859	0.5929577	2.773754
5625	-5784.085	-5789.128	5.042589	0.01571355	0.08653876	0.09362075	0.1021336	0	0.0368172	0.0406877	0	0.270145	0.547991	0.01294176	1.59524	0.353259	0.0616647	0.103268	0.0346118	0.146349	0.300847	0.1978369	0.19996	0.19996	0.19996	0.19996	0.19996	0.19996	0.0989184	0.0989184	0.19996	0.19996	0.19996	0.19996	0.19996	0.19996	0.0989184	0.0989184	0.3999199	0.8956413	2.795193
5700	-5792.925	-5784.92	-8.004825	0.007433478	0.07538436	0.5273068	5.098276	0	0.0263361	0.0583802	0	0.371497	0.537086	0.0105208	2.163527	0.377378	0.0572434	0.178608	0.0615155	0.290907	0.0343479	0.04712416	0.183534	0.183534	0.183534	0.183534	0.183534	0.183534	0.0235621	0.0235621	0.183534	0.183534	0.183534	0.183534	0.183534	0.183534	0.0235621	0.0235621	0.3670686	0.9932996	2.29666
5775	-5787.45	-5785.445	-2.004609	0.00968182	0.09990209	0.1815099	3.35945	0	0.0322888	0.0524305	0	0.0792653	0.303332	0.009162045	1.81515	0.102408	0.152534	0.154756	0.367599	0.154863	0.0678385	0.1177973	0.192416	0.192416	0.192416	0.192416	0.192416	0.192416	0.0588986	0.0588986	0.192416	0.192416	0.192416	0.192416	0.192416	0.192416	0.0588986	0.0588986	0.3848313	0.4673172	2.544582
5850	-5784.491	-5784.501	0.009578357	0.01755446	0.05935511	0.225586	0.2175038	0	0.0300483	0.0257143	0	0.120104	0.11252	0.01232423	8.224869	0.451698	0.18964	0.0596287	0.207523	0.0694275	0.0220826	0.1260748	0.192731	0.192731	0.192731	0.192731	0.192731	0.192731	0.0630374	0.0630374	0.192731	0.192731	0.192731	0.192731	0.192731	0.192731	0.0630374	0.0630374	0.3854625	0.2883864	2.564925
5925	-5788.016	-5785.284	-2.731874	0.00703949	0.09233997	0.2108864	0.5543335	0	0.0474126	0.0448617	0	0.654116	0.306177	0.02635295	6.724183	0.054769	0.121282	0.247861	0.127002	0.137289	0.311797	0.1073436	0.192924	0.192924	0.192924	0.192924	0.192924	0.192924	0.0536718	0.0536718	0.192924	0.192924	0.192924	0.192924	0.192924	0.192924	0.0536718	0.0536718	0.3858489	1.052567	2.52978
6000	-5786.066	-5786.687	0.6209732	0.01105471	0.08289281	0.1376487	0.6455679	0	0.0372304	0.040213	0	0.227066	0.294986	0.02799288	5.363009	0.251683	0.0774974	0.0308513	0.168282	0.133382	0.338304	0.08351135	0.204652	0.204652	0.204652	0.204652	0.204652	0.204652	0.0417557	0.0417557	0.204652	0.204652	0.204652	0.204652	0.204652	0.204652	0.0417557	0.0417557	0.409305	0.5994953	2.622853
6075	-5782.151	-5785.438	3.286716	0.01028777	0.09347185	0.4090069	0.1400931	0	0.0464014	0.0479821	0	0.0743758	0.241155	0.01036372	2.624989	0.15094	0.269884	0.0287974	0.00762503	0.540997	0.00175657	0.07800774	0.205362	0.205362	0.205362	0.205362	0.205362	0.205362	0.0390039	0.0390039	0.205362	0.205362	0.205362	0.205362	0.205362	0.205362	0.0390039	0.0390039	0.4107249	0.4099139	2.620365
6150	-5785.774	-5784.84	-0.9345635	0.008300327	0.1016841	0.5404536	0.1305465	0	0.0387444	0.0567058	0	0.0937776	0.712606	0.01443166	4.865097	0.0660348	0.230441	0.301577	0.185318	0.0581879	0.158442	0.07838596	0.195192	0.195192	0.195192	0.195192	0.195192	0.195192	0.039193	0.039193	0.195192	0.195192	0.195192	0.195192	0.195192	0.195192	0.039193	0.039193	0.3903833	0.9018339	2.499072
6225	-5782.252	-5784.864	2.612272	0.008958817	0.07231382	0.1141573	0.04925977	0	0.0344873	0.04994	0	0.0966584	0.300468	0.01016516	3.455707	0.363601	0.0594267	0.373236	0.0962067	0.0125391	0.09499	0.1227257	0.198741	0.198741	0.198741	0.198741	0.198741	0.198741	0.0613629	0.0613629	0.198741	0.198741	0.198741	0.198741	0.198741	0.198741	0.0613629	0.0613629	0.3974813	0.4815534	2.630339
6300	-5787.962	-5786.959	-1.00301	0.008474782	0.09078659	0.1536656	0.994717	0	0.0144999	0.0528336	0	0.66285	0.113798	0.01052088	1.92538	0.154033	0.442533	0.0201048	0.0186367	0.037224	0.327469	0.1735553	0.195689	0.195689	0.195689	0.195689	0.195689	0.195689	0.0867777	0.0867777	0.195689	0.195689	0.195689	0.195689	0.195689	0.195689	0.0867777	0.0867777	0.3913788	0.8439809	2.695384
6375	-5785.271	-5786.127	0.8560399	0.01688525	0.05673511	0.1354956	0.7556735	0	0.0355075	0.0290169	0	0.117313	0.197989	0.007198121	3.175845	0.175631	0.0119722	0.0903121	0.143275	0.344699	0.234111	0.1614673	0.20256	0.20256	0.20256	0.20256	0.20256	0.20256	0.0807337	0.0807337	0.20256	0.20256	0.20256	0.20256	0.20256	0.20256	0.0807337	0.0807337	0.4051192	0.3798258	2.75365
6450	-5786.13	-5788.412	2.281667	0.01092013	0.07655028	0.5801123	0.2839487	0	0.0288921	0.0631099	0	0.542535	0.326237	0.01869224	1.816544	0.260811	0.17188	0.0201435	0.503343	0.0108143	0.0330083	0.1032916	0.191508	0.191508	0.191508	0.191508	0.191508	0.191508	0.0516458	0.0516458	0.191508	0.191508	0.191508	0.191508	0.191508	0.191508	0.0516458	0.0516458	0.383017	0.960774	2.504685
6525	-5784.051	-5786.935	2.884182	0.01318662	0.06504241	0.3183706	0.1136367	0	0.0423121	0.0718344	0	0.214665	0.178914	0.01503044	4.427584	0.0202321	0.267213	0.230228	0.174315	0.00262021	0.305392	0.1303913	0.203367	0.203367	0.203367	0.203367	0.203367	0.203367	0.0651956	0.0651956	0.203367	0.203367	0.203367	0.203367	0.203367	0.203367	0.0651956	0.0651956	0.4067348	0.5077256	2.701191
6600	-5787.969	-5783.168	-4.801085	0.01256238	0.08844325	0.2390295	0.1835676	0	0.0203214	0.0226332	0	1.21931	0.822722	0.004747218	2.68085	0.203836	0.141261	0.0847997	0.0126323	0.420626	0.136845	0.1432906	0.178933	0.178933	0.178933	0.178933	0.178933	0.178933	0.0716453	0.0716453	0.178933	0.178933	0.178933	0.178933	0.178933	0.178933	0.0716453	0.0716453	0.3578662	2.084987	2.433779
6675	-5786.359	-5787.412	1.052801	0.01033067	0.1020096	0.2005528	0.348784	0	0.0273125	0.0581094	0	0.394044	0.783649	0.00740369	1.292841	0.171717	0.552293	0.0416883	0.0812296	0.0255725	0.1275	0.1961072	0.19151	0.19151	0.19151	0.19151	0.19151	0.19151	0.0980536	0.0980536	0.19151	0.19151	0.19151	0.19151	0.19151	0.19151	0.0980536	0.0980536	0.3830204	1.263115	2.690337
6750	-5791.044	-5789.246	-1.797525	0.01005989	0.1112321	0.246515	0.6056836	0	0.0818045	0.0546761	0	0.782738	0.760569	0.01224015	2.772372	0.071287	0.362263	0.0334454	0.123107	0.317805	0.0920924	0.07250515	0.214622	0.214622	0.214622	0.214622	0.214622	0.214622	0.0362526	0.0362526	0.214622	0.214622	0.214622	0.214622	0.214622	0.214622	0.0362526	0.0362526	0.429245	1.679787	2.72048
6825	-5791.408	-5790.352	-1.056646	0.01067622	0.0899456	0.1520624	0.02483317	0	0.0534712	0.01395	0	0.289194	0.994025	0.04582989	4.920375	0.0289207	0.0213381	0.324625	0.433125	0.0960927	0.0958984	0.1231949	0.190132	0.190132	0.190132	0.190132	0.190132	0.190132	0.0615974	0.0615974	0.190132	0.190132	0.190132	0.190132	0.190132	0.190132	0.0615974	0.0615974	0.380265	1.350641	2.52798
6900	-5790.125	-5782.761	-7.364192	0.008828813	0.04484227	1.143233	6.342161	0	0.030586	0.0197723	0	0.145289	0.150127	0.01219099	1.459206	0.0469222	0.0921376	0.0511851	0.131731	0.211844	0.466181	0.1598741	0.186489	0.186489	0.186489	0.186489	0.186489	0.186489	0.0799371	0.0799371	0.186489	0.186489	0.186489	0.186489	0.186489	0.186489	0.0799371	0.0799371	0.3729773	0.3457744	2.557612
6975	-5797.006	-5786.712	-10.29405	0.01058775	0.07529049	7.546338	1.080669	0	0.0501388	0.059057	0	0.72504	0.126601	0.01206907	2.995757	0.126098	0.0417269	0.091551	0.0804984	0.239874	0.420252	0.06492212	0.204058	0.204058	0.204058	0.204058	0.204058	0.204058	0.0324611	0.0324611	0.204058	0.204058	0.204058	0.204058	0.204058	0.204058	0.0324611	0.0324611	0.4081154	0.9608367	2.578536
7050	-5794.863	-5781.853	-13.01071	0.0088587	0.05572856	14.27551	1.364888	0	0.040683	0.0680492	0	0.311822	0.560215	0.008676398	1.41638	0.10298	0.140503	0.0286592	0.151898	0.125083	0.450877	0.07889492	0.197749	0.197749	0.197749	0.197749	0.197749	0.197749	0.0394475	0.0394475	0.197749	0.197749	0.197749	0.197749	0.197749	0.197749	0.0394475	0.0394475	0.3954987	0.9807692	2.530782
7125	-5796.125	-5789.393	-6.732244	0.01267661	0.05369692	6.193208	0.288011	0	0.0462634	0.0680677	0	0.645324	1.06077	0.01028587	1.076563	0.589592	0.0466426	0.162224	0.113193	0.048449	0.0398997	0.108336	0.20197	0.20197	0.20197	0.20197	0.20197	0.20197	0.054168	0.054168	0.20197	0.20197	0.20197	0.20197	0.20197	0.20197	0.054168	0.054168	0.4039403	1.820427	2.640314
7200	-5791.895	-5790.916	-0.9790048	0.01472611	0.09318268	0.3212551	0.9528551	0	0.024039	0.0399889	0	2.77725	0.126485	0.01149464	0.8140215	0.174866	0.161061	0.113369	0.0271475	0.505496	0.0180611	0.1039773	0.176851	0.176851	0.176851	0.176851	0.176851	0.176851	0.0519886	0.0519886	0.176851	0.176851	0.176851	0.176851	0.176851	0.176851	0.0519886	0.0519886	0.3537019	2.967764	2.330166
7275	-5785.899	-5785.457	-0.4416622	0.01027984	0.09334509	0.08325304	0.7588881	0	0.0280495	0.0271142	0	0.481434	0.472779	0.01614071	2.910901	0.257636	0.10968	0.0245927	0.153353	0.191869	0.262869	0.113693	0.184378	0.184378	0.184378	0.184378	0.184378	0.184378	0.0568465	0.0568465	0.184378	0.184378	0.184378	0.184378	0.184378	0.184378	0.0568465	0.0568465	0.3687559	1.009377	2.439921
7350	-5795.587	-5793.821	-1.766376	0.00880517	0.08698199	1.124516	0.4479423	0	0.0318272	0.108601	0	0.227872	0.204463	0.05275517	5.972479	0.026184	0.199596	0.0879487	0.182344	0.202151	0.301776	0.096187	0.199139	0.199139	0.199139	0.199139	0.199139	0.199139	0.0480935	0.0480935	0.199139	0.199139	0.199139	0.199139	0.199139	0.199139	0.0480935	0.0480935	0.3982771	0.5727631	2.582037
7425	-5787.498	-5789.283	1.785386	0.01160146	0.06162099	0.5060339	0.6047582	0	0.0422191	0.0834896	0	0.473332	0.0910205	0.004013591	0.6476457	0.00128947	0.0812401	0.181467	0.00512007	0.616799	0.114084	0.1094883	0.216586	0.216586	0.216586	0.216586	0.216586	0.216586	0.0547442	0.0547442	0.216586	0.216586	0.216586	0.216586	0.216586	0.216586	0.0547442	0.0547442	0.4331721	0.6900615	2.818009
7500	-5787.882	-5787.769	-0.1124356	0.01670454	0.09340107	0.02858199	0.6803449	0	0.0368028	0.0331138	0	0.454469	1.07149	0.01066583	1.593313	0.00937716	0.0346995	0.449214	0.0742306	0.368222	0.0642571	0.1491733	0.197726	0.197726	0.197726	0.197726	0.197726	0.197726	0.0745867	0.0745867	0.197726	0.197726	0.197726	0.197726	0.197726	0.197726	0.0745867	0.0745867	0.3954529	1.595879	2.671064
7575	-5783.687	-5787.399	3.711688	0.01112669	0.08404372	0.533249	0.06475259	0	0.0463771	0.0233894	0	0.0521701	0.0967717	0.008277305	1.602541	0.315282	0.0581609	0.195647	0.237195	0.0782919	0.115422	0.1444421	0.206506	0.206506	0.206506	0.206506	0.206506	0.206506	0.072221	0.072221	0.206506	0.206506	0.206506	0.206506	0.206506	0.206506	0.072221	0.072221	0.4130111	0.2187082	2.766951
7650	-5792.106	-5788.06	-4.045435	0.007501952	0.04028063	0.6889073	2.734909	0	0.0123098	0.081951	0	0.419321	0.0701889	0.009200231	0.844366	0.0494871	0.051046	0.0486257	0.379375	0.201652	0.269815	0.03933326	0.195531	0.195531	0.195531	0.195531	0.195531	0.195531	0.0196666	0.0196666	0.195531	0.195531	0.195531	0.195531	0.195531	0.195531	0.0196666	0.0196666	0.3910623	0.583771	2.42504
7725	-5785.749	-5784.142	-1.606956	0.01329022	0.09006018	0.5490248	0.5060988	0	0.052774	0.0429405	0	0.244344	0.112343	0.01102799	6.698366	0.0114665	0.343896	0.0369225	0.321445	0.278217	0.00805303	0.09210749	0.198014	0.198014	0.198014	0.198014	0.198014	0.198014	0.0460537	0.0460537	0.198014	0.198014	0.198014	0.198014	0.198014	0.198014	0.0460537	0.0460537	0.3960282	0.4524013	2.560384
7800	-5789.734	-5787.286	-2.447757	0.0181088	0.05978203	0.5212475	0.7980212	0	0.031303	0.0537159	0	0.0731212	0.373448	0.01907646	7.41974	0.138689	0.00270292	0.350985	0.0580866	0.228673	0.220864	0.1729638	0.200087	0.200087	0.200087	0.200087	0.200087	0.200087	0.0864819	0.0864819	0.200087	0.200087	0.200087	0.200087	0.200087	0.200087	0.0864819	0.0864819	0.400173	0.5315882	2.746966
7875	-5789.746	-5786.2	-3.545561	0.009152656	0.07736603	1.129685	0.6375381	0	0.0449942	0.0486627	0	0.273307	0.388555	0.0346016	6.108025	0.542509	0.125967	0.0523707	0.086417	0.153991	0.0387461	0.08861525	0.201139	0.201139	0.201139	0.201139	0.201139	0.201139	0.0443076	0.0443076	0.201139	0.201139	0.201139	0.201139	0.201139	0.201139	0.0443076	0.0443076	0.4022771	0.7555187	2.590893
7950	-5792.074	-5789.941	-2.133531	0.004164348	0.1220185	0.4299878	0.5579697	0	0.0517212	0.0351185	0	0.10299	0.629978	0.02448474	3.778087	0.0338276	0.0982645	0.156375	0.0845926	0.0491256	0.577814	0.1185847	0.183292	0.183292	0.183292	0.183292	0.183292	0.183292	0.0592924	0.0592924	0.183292	0.183292	0.183292	0.183292	0.183292	0.183292	0.0592924	0.0592924	0.3665838	0.8198078	2.436672
8025	-5790.02	-5786.804	-3.216364	0.005309845	0.09816281	0.2681163	0.6373816	0	0.0573526	0.0334969	0	0.0679847	0.650573	0.02740951	6.401029	0.299696	0.151949	0.0792253	0.0344283	0.355288	0.0794132	0.1220796	0.2031	0.2031	0.2031	0.2031	0.2031	0.2031	0.0610398	0.0610398	0.2031	0.2031	0.2031	0.2031	0.2031	0.2031	0.0610398	0.0610398	0.4062007	0.8094075	2.681363
8100	-5786.669	-5790.077	3.408191	0.01442729	0.0682567	0.2918293	0.4603941	0	0.0646602	0.0730616	0	0.0871295	0.0908791	0.0105025	2.977746	0.0102745	0.114993	0.492508	0.0501622	0.0468937	0.285169	0.09298498	0.225295	0.225295	0.225295	0.225295	0.225295	0.225295	0.0464925	0.0464925	0.225295	0.225295	0.225295	0.225295	0.225295	0.225295	0.0464925	0.0464925	0.4505893	0.3157304	2.889506
8175	-5792.964	-5789.22	-3.743593	0.01394218	0.1035983	0.09655074	0.04305173	0	0.074606	0.0744676	0	1.21112	0.547696	0.006229296	5.464301	0.177941	0.230851	0.0320969	0.243517	0.27706	0.0385342	0.1873169	0.223377	0.223377	0.223377	0.223377	0.223377	0.223377	0.0936585	0.0936585	0.223377	0.223377	0.223377	0.223377	0.223377	0.223377	0.0936585	0.0936585	0.4467533	1.907892	3.055154
8250	-5790.796	-5791.732	0.9364313	0.01645458	0.0508691	0.3969248	0.04633903	0	0.0457491	0.109717	0	0.0240886	0.296934	0.01859478	4.831824	0.141333	0.0525534	0.411372	0.284504	0.00815223	0.102085	0.02099972	0.20027	0.20027	0.20027	0.20027	0.20027	0.20027	0.0104999	0.0104999	0.20027	0.20027	0.20027	0.20027	0.20027	0.20027	0.0104999	0.0104999	0.400541	0.4764887	2.445245
8325	-5787.077	-5787.416	0.3383342	0.01799229	0.08424924	0.8300596	0.1535925	0	0.0666176	0.07604	0	0.109466	0.139631	0.007725971	5.268994	0.107784	0.114423	0.0159603	0.239872	0.157175	0.364786	0.06970604	0.207186	0.207186	0.207186	0.207186	0.207186	0.207186	0.034853	0.034853	0.207186	0.207186	0.207186	0.207186	0.207186	0.207186	0.034853	0.034853	0.4143714	0.3917548	2.62564
8400	-5783.544	-5785.419	1.875176	0.01170601	0.0824882	0.1246895	0.6819944	0	0.0264559	0.0658368	0	0.259008	0.216656	0.01593094	3.350209	0.133297	0.155065	0.0698482	0.0860462	0.351982	0.203762	0.106885	0.192354	0.192354	0.192354	0.192354	0.192354	0.192354	0.0534425	0.0534425	0.192354	0.192354	0.192354	0.192354	0.192354	0.192354	0.0534425	0.0534425	0.3847071	0.5679558	2.522013
8475	-5782.594	-5785.988	3.393804	0.01596852	0.07892649	0.03751327	0.1212703	0	0.0509486	0.0550708	0	0.16593	0.514152	0.0123612	3.306666	0.141902	0.249982	0.0805071	0.167706	0.202301	0.157602	0.1290343	0.202977	0.202977	0.202977	0.202977	0.202977	0.202977	0.0645171	0.0645171	0.202977	0.202977	0.202977	0.202977	0.202977	0.202977	0.0645171	0.0645171	0.4059535	0.7861014	2.693789
8550	-5783.097	-5786.776	3.678501	0.01772808	0.07362821	0.07208449	0.1150811	0	0.023664	0.0310502	0	0.0668264	0.771355	0.007050879	1.428904	0.055409	0.141893	0.205005	0.0638124	0.224108	0.309772	0.1031881	0.200447	0.200447	0.200447	0.200447	0.200447	0.200447	0.051594	0.051594	0.200447	0.200447	0.200447	0.200447	0.200447	0.200447	0.051594	0.051594	0.4008939	0.8928954	2.61174
8625	-5786.022	-5788.443	2.420961	0.01502125	0.06226141	0.1232255	0.08861183	0	0.0416135	0.0388271	0	0.518429	0.065352	0.01108315	3.436457	0.313637	0.103958	0.183351	0.036282	0.090992	0.27178	0.02569871	0.195395	0.195395	0.195395	0.195395	0.195395	0.195395	0.0128494	0.0128494	0.195395	0.195395	0.195395	0.195395	0.195395	0.195395	0.0128494	0.0128494	0.3907891	0.6642217	2.396132
8700	-5786.097	-5783.686	-2.411753	0.01397668	0.08383309	0.09419926	0.7484368	0	0.042775	0.0602849	0	0.129581	0.17273	0.01475707	11.84701	0.0073435	0.177351	0.114238	0.271811	0.254832	0.174425	0.06335679	0.198522	0.198522	0.198522	0.198522	0.198522	0.198522	0.0316784	0.0316784	0.198522	0.198522	0.198522	0.198522	0.198522	0.198522	0.0316784	0.0316784	0.3970448	0.4053712	2.508982
