Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_01	rate_02	rate_03	rate_10	rate_12	rate_13	rate_20	rate_21	rate_23	rate_30	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
30650	-5706.57	-5724.53	17.9556	0.18199	0.0416586	0.0201213	0.0127104	-1.7038	-3.17825	-3.90598	-4.36534	-0.846723	-1.87294	-1.74067	-1.47083	0.06135433	0.008924104	0.01332838	0.003517523	0.0006190566	0.0002409619	0.005349973	2.347406e-05	7.057878e-06	0.005955149	5.736301e-06	0.01017855	0.0794855	0.403196	0.0100807	0.507238	0.428818	0.15367	0.175403	0.229735
30700	-5715.87	-5725.56	9.69266	0.211493	0.0809566	0.0199844	0.00539163	-1.55356	-2.51384	-3.9128	-5.22291	-0.806091	-1.61553	-2.15336	-1.45237	0.06491905	0.00803148	0.01216716	0.004143162	0.001838453	0.0006405307	0.003170762	0.000136443	0.0003364279	0.005720766	2.387548e-05	0.01487835	0.740753	0.124473	0.00306601	0.131708	0.4466	0.198785	0.116093	0.234015
30750	-5705.93	-5732.67	26.7482	0.244905	0.0480748	0.0300775	0.00870627	-1.40688	-3.035	-3.50398	-4.74371	-0.659306	-1.8252	-1.90373	-1.45796	0.04413997	0.008791085	0.009781278	0.006813126	0.0001846069	0.0003125014	0.0001961204	7.378582e-05	8.125685e-05	0.002855338	0.0002382871	0.00762607	0.180701	0.222199	0.296382	0.300718	0.51721	0.161185	0.149012	0.23271
30800	-5708.51	-5729.89	21.3766	0.151808	0.0574196	0.0164147	0.00797632	-1.88514	-2.85737	-4.10958	-4.83128	-0.774076	-1.73536	-1.82966	-1.47466	0.0567319	0.01164319	0.0153434	0.00542474	0.0007141113	0.0001170304	1.40736e-07	0.0005036974	0.0002097476	0.003382986	0.000209877	0.00458784	0.0175901	0.452907	0.288533	0.24097	0.46113	0.176336	0.160467	0.228856
30850	-5708.38	-5727.49	19.1112	0.178247	0.0747132	0.0321893	0.0335338	-1.72459	-2.5941	-3.43612	-3.3952	-0.949235	-1.71219	-1.85733	-1.47527	0.05665583	0.01381156	0.01663945	0.007003781	0.0005426018	3.423261e-05	8.390596e-06	0.002967797	0.001475854	0.004253445	1.588819e-05	0.007037342	0.564263	0.006596	0.146778	0.282363	0.387037	0.18047	0.156089	0.228718
30900	-5707.55	-5725.76	18.2142	0.170655	0.119998	0.057803	0.0424892	-1.76811	-2.12028	-2.85072	-3.15851	-0.739264	-1.52712	-1.78793	-1.35336	0.07285361	0.009851624	0.01882643	0.005403382	0.0001787386	9.680221e-06	4.636273e-05	0.0004135138	0.0006373611	0.002135925	6.017167e-05	0.01004041	0.323089	0.501453	0.102337	0.073121	0.477465	0.21716	0.167306	0.25837
30950	-5709.22	-5733.61	24.3835	0.294923	0.0979716	0.0678521	0.0187394	-1.22104	-2.32308	-2.69042	-3.97713	-0.762786	-1.65768	-1.84196	-1.47231	0.04743901	0.006104069	0.01459714	0.005787196	0.001602778	2.778939e-05	0.001046865	0.0007586711	0.001754776	0.003236413	1.26498e-05	0.008977513	0.500849	0.102468	0.316054	0.0806287	0.466365	0.19058	0.158507	0.229396
31000	-5711.47	-5736.04	24.5748	0.25799	0.160606	0.0287784	0.0192195	-1.35484	-1.8288	-3.54813	-3.95183	-0.788037	-1.41767	-1.67246	-1.44677	0.05096451	0.006446213	0.009000614	0.006768204	0.0003008699	0.0006105938	0.0007380815	0.0003052932	0.00125473	0.002662594	1.526224e-05	0.0101505	0.545951	0.100513	0.0498513	0.303685	0.454737	0.242277	0.187785	0.235328
31050	-5714.39	-5736.21	21.8187	0.150895	0.084091	0.0215704	0.0291495	-1.89117	-2.47586	-3.83643	-3.53532	-0.914506	-1.71724	-1.84897	-1.45417	0.04648622	0.005753174	0.01322639	0.005022362	0.0004522636	0.004063566	0.001224324	7.118886e-06	0.004237576	0.003456473	1.176416e-06	0.01519424	0.0800953	0.569711	0.316288	0.0339058	0.400714	0.179561	0.157399	0.233595
31100	-5704.15	-5722.2	18.0506	0.151517	0.0676644	0.0363276	0.01341	-1.88706	-2.69319	-3.31518	-4.31176	-0.880725	-1.80781	-1.42803	-1.45256	0.06931968	0.01122775	0.01964914	0.003824581	0.000173413	5.887177e-05	9.073366e-05	5.351877e-06	0.0003267536	0.003614668	1.00636e-05	0.01038488	0.363674	0.0809515	0.325713	0.229661	0.414482	0.164014	0.239781	0.233971
31150	-5709.21	-5731.28	22.0631	0.284265	0.0407775	0.0957659	0.0214467	-1.25785	-3.19963	-2.34585	-3.84218	-0.670097	-1.85785	-1.74507	-1.48119	0.04954065	0.01147595	0.01086748	0.005714772	0.00578943	0.0002668566	0.0003137243	7.243839e-05	2.079079e-05	0.005833833	2.776409e-06	0.01353672	0.218	0.284019	0.289872	0.208108	0.511659	0.156008	0.174633	0.227367
31200	-5701.38	-5728.86	27.4803	0.105468	0.0478497	0.0795642	0.0144644	-2.24934	-3.03969	-2.53119	-4.23606	-1.01879	-1.73834	-1.70719	-1.52585	0.05003109	0.01169316	0.01191143	0.004447545	1.373537e-05	9.631548e-05	3.394577e-05	7.741974e-05	3.037071e-05	0.005744478	6.069424e-06	0.01362063	0.169998	0.208874	0.177506	0.443622	0.361031	0.175813	0.181375	0.217435
31250	-5713.71	-5725.69	11.9807	0.141342	0.042182	0.0617693	0.0107053	-1.95657	-3.16576	-2.78435	-4.53702	-0.944708	-1.66951	-1.66759	-1.54922	0.05987984	0.007102188	0.02578457	0.01070213	0.00198759	6.313509e-05	0.001271111	0.0001910087	0.00015321	0.003689482	9.909734e-05	0.008660746	0.234586	0.174996	0.579532	0.0108862	0.388793	0.188338	0.1887	0.212413
31300	-5710.36	-5726.31	15.9491	0.1394	0.0393761	0.0719246	0.0235921	-1.97041	-3.2346	-2.63214	-3.74684	-0.945754	-1.93442	-1.54605	-1.48253	0.05598876	0.009377138	0.02007353	0.003427969	0.0001824422	0.001309369	0.003792234	0.0002378333	0.0002371935	0.006707868	1.687239e-05	0.0108753	0.491711	0.340771	0.124039	0.0434801	0.388387	0.144507	0.213089	0.227062
31350	-5716.34	-5733.97	17.6256	0.187612	0.0294156	0.0995364	0.0476523	-1.67338	-3.52623	-2.30723	-3.04382	-0.940524	-1.83457	-1.66557	-1.44604	0.04653124	0.01812332	0.01942542	0.003305765	1.51656e-05	0.001344677	0.0008262816	0.001040408	0.001713685	0.005519049	0.0003475235	0.008350714	0.37727	0.120043	0.122401	0.380286	0.390423	0.159682	0.189084	0.235502
31400	-5716.7	-5738.02	21.3213	0.117757	0.028422	0.0478891	0.0345754	-2.13913	-3.56059	-3.03887	-3.36461	-0.953315	-1.97477	-1.46345	-1.37945	0.04503695	0.01338435	0.01486457	0.003095243	0.002146908	0.001691506	0.0003329332	2.947745e-06	0.001820818	0.002721213	0.0009339352	0.008963161	0.129566	0.0779206	0.27626	0.516254	0.385461	0.138793	0.231438	0.251718
31450	-5703.2	-5727.73	24.5325	0.104345	0.073759	0.108553	0.0149646	-2.26005	-2.60695	-2.22052	-4.20207	-0.925039	-1.81105	-1.69489	-1.54288	0.05271958	0.01537108	0.01283972	0.005921788	0.0001426844	4.296996e-05	5.249533e-05	2.49529e-07	0.0006712768	0.002425142	0.0004305204	0.01258359	0.441926	0.150049	0.030711	0.377315	0.396516	0.163482	0.183619	0.213765
31500	-5716	-5745.29	29.2914	0.252723	0.0436693	0.131683	0.0164846	-1.37546	-3.13111	-2.02735	-4.10533	-0.839058	-1.73246	-1.57339	-1.46004	0.03802163	0.00460194	0.0127977	0.01211473	0.0004982126	0.0001561084	0.000201643	2.04427e-05	7.157296e-05	0.002511472	0.002404381	0.006981575	0.26366	0.213203	0.270533	0.252603	0.432117	0.176848	0.20734	0.232228
31550	-5702.02	-5730.42	28.4026	0.258351	0.021631	0.0600124	0.0197377	-1.35343	-3.83363	-2.8132	-3.92523	-0.701631	-1.93795	-1.80901	-1.45071	0.04798401	0.007314863	0.01062308	0.004307797	0.0008765753	0.0002066256	0.0005479284	5.283677e-05	5.302658e-06	0.003778691	1.483017e-05	0.009870462	0.180771	0.45855	0.248413	0.112266	0.495776	0.143998	0.163817	0.234405
31600	-5706.9	-5730.26	23.3647	0.277911	0.0364977	0.0484747	0.0390744	-1.28045	-3.31051	-3.02671	-3.24229	-0.753521	-1.89894	-1.89908	-1.47486	0.0463502	0.01202394	0.01827459	0.006111249	0.0001129062	0.0002618346	0.001907401	9.921018e-05	0.0002397208	0.003529954	3.115797e-05	0.007620205	0.339248	0.475068	0.110579	0.0751055	0.470706	0.149727	0.149706	0.228811
31650	-5711.61	-5730.58	18.976	0.243933	0.0717969	0.029009	0.034581	-1.41086	-2.63391	-3.54015	-3.36445	-0.66529	-1.86607	-1.91289	-1.44486	0.05180481	0.01398588	0.01893693	0.005883282	7.43407e-06	6.676896e-05	0.000374721	0.0003442086	0.007735367	0.005126042	3.007255e-05	0.005470244	0.278664	0.345788	0.221312	0.154235	0.514124	0.154731	0.147653	0.235779
31700	-5707.78	-5729.59	21.8104	0.225624	0.0677269	0.00971585	0.0280003	-1.48888	-2.69227	-4.634	-3.57554	-0.783071	-1.73567	-1.67784	-1.45731	0.05134611	0.008892756	0.01069357	0.003801461	0.0002061413	5.034975e-05	3.656345e-05	0.000473747	0.003092897	0.003743238	0.0001013697	0.0122115	0.268957	0.0321687	0.0711795	0.627695	0.457	0.176282	0.186777	0.232862
31750	-5705.35	-5728.06	22.7064	0.144316	0.0582015	0.0064097	0.00803624	-1.93575	-2.84384	-5.04994	-4.82379	-0.857209	-1.74416	-1.98704	-1.50222	0.04615995	0.008956393	0.01451647	0.007558379	9.68009e-05	3.329378e-05	1.319949e-06	0.0006841872	0.0001267387	0.00283071	0.0004965068	0.007826279	0.148699	0.692943	0.14254	0.015818	0.424345	0.174793	0.137101	0.222635
31800	-5705.41	-5724.81	19.3906	0.247035	0.074744	0.0157448	0.00715941	-1.39823	-2.59369	-4.15125	-4.93933	-0.668629	-1.69821	-1.87273	-1.50154	0.05959974	0.006757865	0.01061185	0.007334176	0.0001201649	1.037818e-05	9.063214e-05	0.001188375	0.0004920691	0.002640346	0.0002456839	0.00937583	0.826771	0.11941	0.00562841	0.0481909	0.512411	0.183011	0.153703	0.222788
31850	-5708.9	-5729.65	20.754	0.198422	0.105675	0.0206261	0.00714544	-1.61736	-2.24739	-3.8812	-4.94128	-0.866998	-1.61714	-1.79822	-1.54365	0.05212489	0.01352398	0.01441488	0.002034779	0.0002465682	8.181455e-06	0.001048436	5.842456e-05	0.00351154	0.001826821	6.816497e-05	0.008548822	0.349271	0.11633	0.0090292	0.52537	0.420211	0.198466	0.165593	0.2136
31900	-5711.79	-5728.4	16.6107	0.153166	0.0580151	0.0105982	0.00619741	-1.87623	-2.84705	-4.54707	-5.08362	-0.910827	-1.64951	-1.64917	-1.53266	0.06919192	0.004815213	0.01181974	0.004416344	0.000116214	2.755706e-07	0.0006942182	4.062731e-05	0.0008546081	0.003301221	0.0007250989	0.01169631	0.0382582	0.126901	0.700806	0.134035	0.402191	0.192144	0.192209	0.215961
31950	-5708.5	-5724.91	16.4166	0.0580334	0.015626	0.0316809	0.00714976	-2.84674	-4.15882	-3.45204	-4.94068	-1.06025	-1.93681	-1.86196	-1.49201	0.05538808	0.01030366	0.01551033	0.006515454	0.0003122861	9.045667e-07	0.001672881	0.001159047	0.0006470253	0.001393994	0.000229097	0.007443124	0.709107	0.039929	0.19594	0.0550235	0.346369	0.144163	0.155368	0.224919
32000	-5704.78	-5727.9	23.1245	0.134277	0.023694	0.0467785	0.0068615	-2.00785	-3.74253	-3.06233	-4.98183	-0.819936	-1.93438	-1.60677	-1.43332	0.05059369	0.00873581	0.01952802	0.003175251	3.770414e-05	2.230286e-06	0.0003292638	0.0006022059	5.119609e-05	0.001843058	0.000331108	0.009431392	0.212769	0.347775	0.20307	0.236386	0.44046	0.144514	0.200533	0.238516
32050	-5704.05	-5725.76	21.7118	0.13531	0.0344571	0.0571621	0.0297824	-2.00019	-3.36804	-2.86186	-3.51384	-0.873691	-1.91064	-1.66345	-1.43002	0.05082949	0.01670097	0.01634358	0.004597993	0.0001943962	0.0001374063	6.6377e-05	6.032411e-06	4.590251e-05	0.006220013	0.0005523555	0.01070686	0.591912	0.0864037	0.106148	0.215536	0.417408	0.147985	0.189484	0.239303
32100	-5716.6	-5733.46	16.8652	0.276556	0.0295005	0.118199	0.0136856	-1.28534	-3.52335	-2.13538	-4.29141	-0.705117	-1.79717	-1.62395	-1.50274	0.04328135	0.00850008	0.009050029	0.009685381	0.001122584	0.0007663425	0.00377387	3.55508e-06	0.001285649	0.008241529	0.0006657997	0.01599271	0.307561	0.215015	0.260637	0.216788	0.494051	0.165768	0.197119	0.222519
32150	-5711.36	-5727.06	15.7003	0.239258	0.0105492	0.0589981	0.0092531	-1.43021	-4.55171	-2.83025	-4.6828	-0.756972	-1.84026	-1.95685	-1.49924	0.04375589	0.01498819	0.02226764	0.004660895	9.674495e-05	0.0009744911	0.001310724	2.403678e-05	0.0002170313	0.004436838	0.0001245753	0.01059496	0.309366	0.444851	0.170631	0.075152	0.469085	0.158776	0.141303	0.2233
32200	-5715.9	-5729.67	13.7722	0.203011	0.0176113	0.023088	0.0132283	-1.5945	-4.03922	-3.76844	-4.3254	-0.868368	-1.71769	-1.676	-1.51036	0.05552175	0.007263303	0.0121057	0.009847226	0.000432747	1.026251e-05	0.0009742195	0.001015787	0.007416188	0.003261958	0.0006377963	0.00631719	0.396778	0.352053	0.225688	0.0254807	0.419636	0.17948	0.18712	0.220831
32250	-5717.62	-5732.88	15.2616	0.0990002	0.0494108	0.0271231	0.0062587	-2.31263	-3.00759	-3.60737	-5.07378	-0.850738	-1.77816	-1.46704	-1.41696	0.07329667	0.01348938	0.01490664	0.001548793	0.002375968	7.119079e-06	0.0003391427	0.0001236971	2.248192e-05	0.001372744	0.0003583906	0.006146375	0.161035	0.195374	0.101524	0.542068	0.4271	0.168949	0.230607	0.24245
32300	-5707.39	-5720.3	12.9133	0.0766902	0.0976805	0.0349187	0.0105845	-2.56798	-2.32605	-3.35473	-4.54837	-0.90847	-1.7471	-1.75189	-1.45407	0.07604441	0.01551645	0.01817172	0.004307937	0.0006005113	7.736254e-05	0.0007384768	1.871492e-06	0.0001808908	0.001617274	5.332022e-05	0.00957361	0.235526	0.0242471	0.201686	0.538541	0.403141	0.174278	0.173445	0.233617
32350	-5708.76	-5729.02	20.2655	0.200473	0.0767763	0.0537859	0.0173005	-1.60707	-2.56686	-2.92274	-4.05702	-0.834296	-1.72087	-1.59374	-1.47779	0.04869639	0.008887623	0.01401531	0.008135334	0.0009364772	0.0006722399	8.888777e-05	4.896046e-05	0.002310704	0.006067845	0.0003431812	0.008338679	0.492587	0.0356195	0.267861	0.203933	0.43418	0.17891	0.203163	0.22814
32400	-5714.09	-5741.65	27.5591	0.288162	0.0637987	0.049139	0.0161865	-1.24423	-2.75202	-3.0131	-4.12358	-0.706647	-1.73808	-1.91099	-1.50245	0.03121669	0.009064988	0.01113146	0.01099117	0.0002091126	0.000104832	0.0001639453	0.0001251074	0.001014837	0.002330151	0.002443508	0.009968157	0.41835	0.37035	0.0949972	0.116303	0.493295	0.175858	0.147934	0.222585
32450	-5715.86	-5725.01	9.14968	0.0991686	0.0257895	0.124605	0.0108914	-2.31093	-3.65779	-2.0826	-4.51979	-0.905917	-1.7765	-1.60347	-1.40033	0.05966395	0.01326812	0.01889681	0.003897482	0.0005155348	0.002474603	0.0007404921	0.001368144	0.0004598792	0.004367332	0.0002064964	0.01298835	0.358523	0.0237351	0.251974	0.365768	0.404171	0.16923	0.201197	0.246516
32500	-5710.59	-5729.32	18.7333	0.157884	0.0626635	0.0485565	0.0206232	-1.84589	-2.76998	-3.02503	-3.88134	-0.801442	-1.77292	-1.55366	-1.49442	0.05997806	0.006246982	0.00896325	0.007010929	0.0001991553	0.0002260514	0.0007912344	0.0009377304	0.002583312	0.006116735	3.631301e-05	0.009985037	0.652978	0.0156097	0.0842545	0.247158	0.448681	0.169836	0.211472	0.224379
32550	-5709.2	-5725.21	16.0159	0.156248	0.0388321	0.0427165	0.0127872	-1.85631	-3.24851	-3.15317	-4.35931	-0.915767	-1.8556	-1.83119	-1.45421	0.05594333	0.01406951	0.01410957	0.006646454	0.0002385635	0.0009011844	0.0001837939	0.001228016	0.0001167873	0.002063139	0.0005037783	0.01021696	0.0603981	0.361375	0.0657349	0.512492	0.40021	0.156359	0.160222	0.233585
32600	-5714.9	-5738.06	23.1626	0.283374	0.0508238	0.0814518	0.0125856	-1.26099	-2.97939	-2.50774	-4.3752	-0.685411	-1.89087	-1.74385	-1.47119	0.03610056	0.00840951	0.008572081	0.006114939	8.617497e-06	0.0008637467	0.001275825	0.0001177515	0.007554292	0.006132078	0.0009783489	0.01113956	0.327541	0.506829	0.124869	0.0407606	0.503883	0.150941	0.174847	0.229653
32650	-5713.39	-5736.41	23.0166	0.186102	0.0351376	0.024238	0.0214758	-1.68146	-3.34848	-3.71983	-3.84083	-0.777565	-1.8368	-1.52712	-1.42053	0.04722351	0.005658052	0.01365959	0.002280641	6.891019e-05	0.000141767	0.001871609	0.001425142	0.001232225	0.002008625	0.0006939274	0.01037179	0.0354463	0.720603	0.0617575	0.182193	0.459524	0.159326	0.21716	0.241585
32700	-5718.55	-5738.26	19.7015	0.194358	0.0474442	0.0250246	0.0170216	-1.63805	-3.0482	-3.6879	-4.07327	-0.801381	-1.77393	-1.95954	-1.46374	0.04186612	0.007686387	0.01578143	0.002697987	0.00230214	0.0007895298	0.007274038	0.000622184	0.001633865	0.001747931	0.0003133717	0.006038651	0.111744	0.346936	0.0479067	0.493413	0.448709	0.169665	0.140924	0.23137
32750	-5727.37	-5739.93	12.5521	0.229334	0.0972286	0.00695414	0.0401905	-1.47258	-2.33069	-4.96842	-3.21413	-0.957835	-1.77268	-1.72183	-1.33154	0.06016667	0.00716912	0.01960206	0.00322464	0.0002862223	0.0004610419	0.0009831116	0.000642181	0.008840099	0.002841189	0.0002857188	0.005821583	0.334518	0.467093	0.0833385	0.11505	0.383723	0.169876	0.178738	0.264069
32800	-5719.88	-5732.58	12.7024	0.327325	0.0597102	0.00682484	0.0178372	-1.1168	-2.81825	-4.98719	-4.02647	-0.623753	-1.72598	-1.52842	-1.47558	0.07066837	0.006408607	0.01150822	0.002794672	0.001114545	0.0009604054	2.881143e-05	3.759662e-05	0.005218444	0.007172549	2.953337e-05	0.007840137	0.34845	0.48735	0.146361	0.01784	0.535929	0.177999	0.216879	0.228646
32850	-5709.18	-5731.16	21.9773	0.191972	0.0602282	0.00767857	0.00631848	-1.65041	-2.80961	-4.86932	-5.06428	-0.827846	-1.62006	-1.67644	-1.50058	0.04512191	0.006427596	0.0140615	0.008356048	0.0001530929	3.074047e-05	2.576421e-06	0.0002879453	0.005768437	0.002244324	8.74302e-05	0.006678903	0.469358	0.220382	0.0154197	0.29484	0.43699	0.197886	0.187039	0.223
32900	-5709.8	-5733.81	24.0069	0.201417	0.0829958	0.00360057	0.016451	-1.60238	-2.48897	-5.62666	-4.10737	-0.893246	-1.79814	-2.03212	-1.51578	0.04442508	0.007138173	0.01210702	0.003697266	0.0008762151	0.0002101829	1.312371e-05	0.001017441	0.000233738	0.003092748	1.875462e-05	0.0091109	0.533633	0.233289	0.136725	0.0963531	0.409325	0.165607	0.131057	0.219636
32950	-5709.7	-5729.96	20.2618	0.238475	0.050654	0.00823262	0.0234964	-1.43349	-2.98274	-4.79965	-3.75091	-0.721212	-1.79527	-1.86104	-1.53083	0.04843427	0.01127496	0.01302153	0.00687831	0.0005006084	6.445668e-05	0.0002328486	0.002190602	0.001300973	0.001649569	8.36678e-07	0.01199036	0.0764699	0.130491	0.406374	0.386665	0.486162	0.166082	0.15551	0.216356
33000	-5712.25	-5728.89	16.6384	0.214415	0.0508276	0.0295571	0.0240643	-1.53984	-2.97932	-3.52143	-3.72702	-0.778517	-1.77628	-1.71659	-1.43221	0.04704493	0.01027051	0.01509938	0.003131074	0.001597716	5.567519e-05	0.002413761	0.001729247	0.007009856	0.002501027	0.0001186854	0.01103923	0.714912	0.0633462	0.0699787	0.151763	0.459087	0.169267	0.179678	0.23878
33050	-5713.65	-5728.62	14.97	0.153246	0.0406805	0.0260399	0.0377113	-1.87571	-3.20201	-3.64813	-3.2778	-0.840823	-1.93711	-1.92302	-1.3357	0.06401879	0.01360548	0.01360424	0.004544819	0.0005562806	0.001265123	0.0008805176	0.0007248972	0.0001003351	0.004091627	0.0001083809	0.007949833	0.0558275	0.0497295	0.603377	0.291066	0.431355	0.144119	0.146165	0.262974
33100	-5718.89	-5736.82	17.9306	0.0619537	0.0670599	0.0462758	0.0320828	-2.78137	-2.70217	-3.07314	-3.43943	-1.11731	-1.8146	-1.79638	-1.50162	0.04883417	0.01552135	0.01738727	0.003210294	0.0005528612	0.001565913	0.001494187	0.001014862	0.0002566332	0.0005640266	0.0005754289	0.01145528	0.35977	0.253402	0.296227	0.0906011	0.32716	0.162903	0.165899	0.222768
33150	-5709.86	-5726.4	16.5374	0.0715212	0.0373489	0.031002	0.0275263	-2.63776	-3.28745	-3.4737	-3.59261	-0.896075	-1.89964	-1.98116	-1.44237	0.05886092	0.007980939	0.01653125	0.006746907	0.0009398121	0.0002758994	0.0005716941	0.0004847108	0.0003285299	0.002258115	0.0002705131	0.009890977	0.319709	0.271632	0.0167383	0.39192	0.408169	0.149623	0.137909	0.236366
33200	-5714.86	-5723.36	8.49923	0.034398	0.0477947	0.0220087	0.0217346	-3.36976	-3.04084	-3.81632	-3.82885	-1.07768	-1.68588	-1.66986	-1.34613	0.06589169	0.01327703	0.02445734	0.007865373	0.000262314	5.026364e-05	0.0009156612	0.0001455887	0.0007762416	0.001962261	0.0002652984	0.01113576	0.475731	0.246128	0.132587	0.145554	0.340383	0.185281	0.188274	0.260245
33250	-5714.28	-5729.97	15.6898	0.191624	0.0334398	0.0670704	0.0182387	-1.65222	-3.39801	-2.70201	-4.00421	-0.729816	-1.69323	-1.57231	-1.44776	0.06295428	0.009730016	0.0121504	0.007642346	3.887757e-05	0.001300907	0.0009439613	9.723684e-05	0.0007363185	0.001667586	2.963483e-05	0.01743206	0.059316	0.0277836	0.473427	0.439473	0.481998	0.183924	0.207565	0.235097
33300	-5707.83	-5732.48	24.6562	0.218985	0.047898	0.0781669	0.0297424	-1.51875	-3.03868	-2.54891	-3.51518	-0.785841	-1.74542	-1.85474	-1.40449	0.04395384	0.008867779	0.01370089	0.003818794	2.271645e-06	0.0007735399	0.001592678	0.002678906	0.001137942	0.002311073	0.0001645074	0.01183484	0.408536	0.0499453	0.488578	0.0529406	0.455736	0.174572	0.156493	0.245493
33350	-5714.11	-5724.85	10.732	0.189553	0.0333008	0.0395018	0.0121408	-1.66309	-3.40217	-3.23141	-4.41119	-0.826811	-1.91202	-2.11529	-1.35275	0.06501319	0.006988452	0.0177163	0.009425219	1.316466e-06	0.0003900045	0.00213743	0.000606389	0.001384201	0.004232826	0.0001031146	0.0150257	0.425126	0.0815564	0.30226	0.191058	0.437442	0.147781	0.120598	0.258529
33400	-5713.74	-5726.21	12.4698	0.299627	0.0264258	0.0559674	0.00411065	-1.20522	-3.63341	-2.88299	-5.49417	-0.672155	-1.81849	-1.73222	-1.48585	0.04872692	0.00709389	0.01788785	0.009713094	6.153701e-05	0.001096184	0.001302458	0.003033393	0.0006563662	0.001720438	7.665275e-05	0.01389472	0.586467	0.396682	0.00422941	0.0126212	0.510607	0.16227	0.176891	0.22631
33450	-5713.64	-5733.32	19.6742	0.326936	0.0226825	0.0769603	0.0091769	-1.11799	-3.78616	-2.56447	-4.69107	-0.541867	-1.81033	-1.94567	-1.57426	0.04804601	0.01148919	0.008238094	0.01188182	0.0009887141	0.0004904834	0.0007437685	0.0001119036	1.086607e-05	0.004520888	0.0001340571	0.01062645	0.288851	0.427596	0.169083	0.11447	0.581661	0.1636	0.142891	0.207161
33500	-5710.84	-5725.71	14.8672	0.238874	0.039794	0.0474409	0.00415074	-1.43182	-3.22404	-3.04827	-5.48447	-0.754865	-1.78548	-1.60759	-1.54059	0.0554553	0.007752232	0.01113614	0.006516093	0.0009048191	0.0005223614	0.003943281	3.450229e-05	0.0001587763	0.003371692	0.000454469	0.0114331	0.420479	0.13114	0.355773	0.0926091	0.470074	0.167716	0.200369	0.214255
33550	-5716.22	-5728.38	12.1598	0.268961	0.024798	0.0816652	0.00767388	-1.31319	-3.69699	-2.50513	-4.86993	-0.725963	-1.91513	-1.68077	-1.54358	0.05723108	0.004499292	0.02011311	0.007878735	0.0005108181	0.001552916	5.302171e-05	0.0004125379	0.00270968	0.003197252	0.001004137	0.0107635	0.467356	0.0723121	0.0469213	0.41341	0.483858	0.147323	0.186231	0.213616
33600	-5704.19	-5726.23	22.0343	0.243781	0.0771277	0.0505211	0.0242144	-1.41148	-2.56229	-2.98536	-3.72081	-0.737222	-1.57767	-1.81413	-1.47991	0.05245742	0.01451865	0.01382128	0.008677156	3.240917e-06	0.0001801703	0.0002409679	0.001202193	0.0001499658	0.004829946	5.801696e-05	0.008518596	0.77531	0.0669434	0.135923	0.0218233	0.478441	0.206456	0.162979	0.227658
33650	-5712.41	-5728.08	15.6731	0.136396	0.0337795	0.114351	0.0388229	-1.99219	-3.3879	-2.16849	-3.24874	-0.924363	-1.88735	-1.45907	-1.44055	0.06378094	0.01108832	0.01523752	0.004160605	5.043336e-06	0.0005586151	0.001500204	0.004355779	0.001705567	0.003886046	0.0001628692	0.007449927	0.525724	0.349728	0.081498	0.0430501	0.396784	0.151472	0.232453	0.236797
33700	-5709.1	-5731.55	22.4556	0.180182	0.0631735	0.0652014	0.0354011	-1.71379	-2.76187	-2.73027	-3.34101	-0.803801	-1.86929	-1.55589	-1.50845	0.06283813	0.005852378	0.01423682	0.007912614	0.0001149725	0.002298434	0.001477528	0.0001483982	3.194099e-06	0.002043899	2.393605e-05	0.00905893	0.0156986	0.636914	0.167212	0.180175	0.447624	0.154233	0.211002	0.221253
33750	-5721.08	-5741.67	20.582	0.223755	0.0397094	0.0280813	0.015178	-1.49721	-3.22617	-3.57265	-4.18791	-0.877223	-1.8354	-2.25303	-1.54945	0.03976253	0.005238573	0.01227734	0.01284555	0.0008130863	0.0004539959	0.002454432	0.001722439	1.026557e-05	0.004937882	0.001248716	0.007947701	0.141524	0.185142	0.660515	0.0128191	0.415936	0.159549	0.10508	0.212366
33800	-5717.51	-5726.87	9.35993	0.185749	0.0257511	0.0104928	0.0236641	-1.68336	-3.65928	-4.55707	-3.7438	-0.854012	-1.87874	-1.87213	-1.57738	0.07392078	0.006781684	0.01387547	0.008473265	0.000582192	0.0003826946	0.000836749	3.472226e-05	6.927125e-06	0.004563175	0.002028684	0.01223478	0.414554	0.152913	0.424421	0.00811226	0.425704	0.152782	0.153796	0.206515
33850	-5720.67	-5730.6	9.93153	0.0438587	0.0403544	0.0158168	0.0278182	-3.12678	-3.21006	-4.14668	-3.58206	-1.04469	-1.88047	-1.62482	-1.42359	0.05952822	0.01137018	0.01755805	0.005551307	0.002978733	0.001389383	0.004155611	0.002178114	2.033119e-05	0.003245045	0.0002602649	0.00664178	0.0996488	0.051832	0.772202	0.0763174	0.3518	0.152519	0.196948	0.240848
