Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_01	rate_02	rate_03	rate_10	rate_12	rate_13	rate_20	rate_21	rate_23	rate_30	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
367050	-5713.84	-5730.58	16.7363	0.0581503	0.0379567	0.0547434	0.0248428	-2.84472	-3.27131	-2.9051	-3.69519	-0.984798	-2.05793	-1.87598	-1.45662	0.06559916	0.01058074	0.01485175	0.0007530333	0.0001045114	0.0006231422	0.006532818	3.983942e-06	0.00113941	0.003496066	0.0001141367	0.008939264	0.328633	0.0821239	0.431904	0.157339	0.373515	0.127719	0.153205	0.233022
367100	-5716.65	-5722.3	5.64863	0.0496028	0.0510625	0.0521511	0.00551029	-3.00371	-2.97471	-2.95361	-5.20114	-0.977772	-1.74746	-1.93072	-1.49712	0.06775844	0.009923445	0.0232838	0.008977261	0.0001904879	0.0003222587	0.002576628	2.400507e-05	0.005346451	0.00473141	4.519601e-05	0.006419615	0.301397	0.370324	0.156253	0.172026	0.376148	0.174216	0.145044	0.223773
367150	-5728.03	-5725.58	-2.44676	0.0265165	0.0306479	0.0805364	0.0135854	-3.62999	-3.48519	-2.51905	-4.29876	-0.960509	-1.73013	-1.62191	-1.49802	0.07047981	0.01382337	0.0209884	0.006951608	0.0006177478	0.0004771795	0.002418578	0.00191921	0.01598514	0.00241541	0.0004593168	0.006940396	0.0254934	0.441608	0.495973	0.0369254	0.382698	0.177262	0.197522	0.223571
367200	-5719.33	-5735.84	16.5078	0.0127171	0.0780617	0.0818338	0.00964112	-4.36481	-2.55026	-2.50307	-4.64172	-1.18534	-1.6062	-1.81139	-1.58776	0.05936098	0.008276864	0.01314071	0.004083063	0.001212481	0.0001144858	0.0004568834	0.002752629	0.0005727803	0.001876518	3.664e-05	0.008419153	0.250545	0.395067	0.300266	0.0541221	0.305642	0.200649	0.163427	0.204383
367250	-5710.08	-5730.22	20.1425	0.0525549	0.0188657	0.0698718	0.010346	-2.9459	-3.97041	-2.66109	-4.57115	-1.03124	-2.07346	-1.59646	-1.59924	0.05575495	0.009996421	0.01328171	0.003755478	0.000407097	3.353837e-05	0.001179178	4.000693e-05	0.0007057689	0.005773341	7.869131e-07	0.01099548	0.198215	0.0847307	0.305147	0.411907	0.356565	0.12575	0.202612	0.20205
367300	-5703.33	-5729.1	25.7777	0.180773	0.0104503	0.0549334	0.0162463	-1.71051	-4.56112	-2.90163	-4.11989	-0.821007	-2.11924	-1.7932	-1.47606	0.04592901	0.01665386	0.01303199	0.003737353	0.00024427	4.262646e-06	0.0001598257	5.371114e-06	0.0005956013	0.002147615	6.636047e-05	0.008383904	0.744182	0.166738	0.0414805	0.0475987	0.439989	0.120123	0.166427	0.228536
367350	-5704.03	-5726.13	22.0987	0.18927	0.0150558	0.0609326	0.0141083	-1.66458	-4.19599	-2.79799	-4.26099	-0.819616	-1.89611	-1.58256	-1.50898	0.04974938	0.01437378	0.01559366	0.01176973	1.635931e-05	3.443583e-06	0.004496202	0.0001660648	2.348019e-06	0.0009439989	1.419765e-05	0.01012165	0.164445	0.283431	0.548727	0.00339667	0.440601	0.150151	0.205448	0.221134
367400	-5713.94	-5731.69	17.7484	0.0812745	0.0121194	0.0663491	0.020412	-2.50992	-4.41295	-2.71283	-3.89163	-0.909083	-1.99208	-1.7834	-1.436	0.04630476	0.01459773	0.01412786	0.002172272	0.0004099624	2.073639e-05	0.005533909	0.006309635	1.527267e-05	0.00257155	5.220561e-06	0.01421427	0.485547	0.273729	0.239621	0.00110297	0.402894	0.136412	0.168066	0.237877
367450	-5715.48	-5735.3	19.8258	0.109535	0.0104485	0.111174	0.0156674	-2.21151	-4.56129	-2.19666	-4.15617	-0.993161	-1.74172	-1.6908	-1.44322	0.05154828	0.01114987	0.008781021	0.005078961	0.0004169442	0.0002778136	0.001086883	0.0009733301	0.0002809569	0.00447715	0.0002881783	0.006926045	0.457404	0.440592	0.0986854	0.00331895	0.370404	0.175219	0.184373	0.236166
367500	-5710.96	-5729.76	18.8013	0.204614	0.027531	0.0713262	0.0111013	-1.58663	-3.59244	-2.64049	-4.5007	-0.770192	-1.96975	-1.99553	-1.41267	0.05043425	0.01187631	0.01735687	0.003699818	0.0005074107	0.000107895	0.002751814	0.0002256407	0.0001743735	0.001399443	2.794706e-05	0.01378019	0.062964	0.17254	0.620541	0.143955	0.462924	0.139492	0.135942	0.243492
367550	-5715.26	-5733.48	18.2226	0.285038	0.0476479	0.0442936	0.00259587	-1.25513	-3.04392	-3.11691	-5.95383	-0.686365	-1.67464	-1.7887	-1.42075	0.0390603	0.01142231	0.01465034	0.006223548	0.0009952362	0.0002341251	0.0009528132	0.0002551264	0.001578746	0.004068627	0.000226705	0.006556322	0.561788	0.0767575	0.0341977	0.327257	0.503403	0.187376	0.167177	0.241532
367600	-5712.5	-5727	14.5032	0.10001	0.020484	0.073287	0.00280221	-2.30249	-3.88811	-2.61337	-5.87735	-0.919065	-1.67461	-1.65046	-1.38632	0.05366505	0.01180023	0.01624221	0.008755789	0.0001211426	0.0001079146	2.163627e-05	0.0002662477	5.744368e-05	0.00201683	0.0001311431	0.01564318	0.413459	0.28085	0.180653	0.125038	0.398892	0.187382	0.191962	0.249993
367650	-5708.8	-5734.3	25.4979	0.202994	0.0215966	0.023501	0.00485345	-1.59458	-3.83522	-3.75071	-5.32806	-0.814499	-1.97392	-1.66819	-1.51651	0.03978087	0.005925785	0.01624419	0.003630851	0.0005801955	5.459671e-07	4.195563e-07	0.003291366	9.740675e-05	0.003407948	0.002091559	0.008999099	0.424773	0.251033	0.00839979	0.315794	0.442861	0.138912	0.188588	0.219477
367700	-5705.27	-5728.69	23.4168	0.346569	0.0150728	0.0278531	0.00475014	-1.05967	-4.19487	-3.58081	-5.34958	-0.61528	-1.92707	-1.85979	-1.48343	0.04073562	0.008040587	0.0143152	0.007951566	0.0003870938	1.095308e-06	3.422707e-07	0.001732796	6.422614e-05	0.004908225	0.0006259327	0.01037887	0.318584	0.296945	0.00265207	0.381819	0.540489	0.145575	0.155706	0.226858
367750	-5709.76	-5735.77	26.0051	0.26016	0.00755508	0.0500907	0.00533006	-1.34646	-4.88554	-2.99392	-5.23439	-0.664245	-1.96801	-1.76184	-1.47302	0.04442863	0.007690886	0.00934201	0.005665757	3.349654e-05	0.0004759381	4.929242e-07	0.0002337692	0.0003129803	0.003658755	0.0007538112	0.005217193	0.276139	0.337992	0.171795	0.214074	0.514662	0.139734	0.171729	0.229233
367800	-5707.57	-5727.86	20.2881	0.174153	0.0214457	0.0645591	0.00847152	-1.74782	-3.84223	-2.74017	-4.77104	-0.813909	-1.78419	-1.87537	-1.5337	0.05004765	0.01303071	0.01727541	0.01409923	2.52453e-05	1.034435e-05	2.592693e-06	0.00142568	0.001035213	0.002051622	6.716789e-05	0.00589793	0.124238	0.276043	0.46484	0.134879	0.443123	0.167933	0.153298	0.215736
367850	-5705.1	-5726.38	21.28	0.212569	0.0113748	0.0309965	0.0107814	-1.54849	-4.47636	-3.47388	-4.52994	-0.79214	-1.97155	-1.83837	-1.48526	0.04820014	0.01081022	0.01496552	0.002125275	9.634212e-05	3.194698e-05	7.169123e-06	0.0004512423	0.0006191928	0.003562131	6.392761e-05	0.0152407	0.333765	0.16242	0.175733	0.328082	0.452875	0.139241	0.159077	0.226444
367900	-5703.26	-5725.22	21.9631	0.132076	0.0219608	0.0415068	0.00820888	-2.02438	-3.8185	-3.1819	-4.80254	-0.944071	-1.86445	-1.80392	-1.4772	0.04791791	0.008512886	0.01880112	0.008374573	1.089614e-05	8.840882e-05	4.622788e-07	0.0003902956	0.0006743089	0.003598049	0.0008891733	0.008686668	0.303614	0.184791	0.169936	0.341659	0.389041	0.154981	0.164652	0.228276
367950	-5701.85	-5727.11	25.2604	0.139331	0.0158176	0.0472128	0.0198239	-1.9709	-4.14663	-3.05309	-3.92087	-0.890547	-1.81479	-1.74236	-1.47025	0.04602833	0.0122915	0.01267309	0.00616834	0.0009756235	9.339355e-06	5.832531e-07	0.0004808839	0.0001704836	0.004793944	2.85879e-05	0.01172375	0.35166	0.0789166	0.470292	0.0991318	0.410431	0.162871	0.175106	0.229867
368000	-5707.36	-5726.33	18.9737	0.121938	0.0195266	0.0285902	0.0135381	-2.10424	-3.93598	-3.55469	-4.30225	-0.942388	-1.80335	-1.89737	-1.59463	0.05411703	0.009073036	0.02422899	0.002708364	0.001490745	3.348262e-06	1.523172e-07	4.339602e-05	0.007676012	0.002299448	2.177868e-05	0.01126993	0.635746	0.0259075	0.0164361	0.32191	0.389696	0.164746	0.149962	0.202984
368050	-5709.41	-5726.62	17.2163	0.142157	0.0104186	0.0603874	0.0140193	-1.95082	-4.56416	-2.80698	-4.26732	-0.907786	-2.05603	-1.49172	-1.5006	0.05682934	0.01193971	0.01577423	0.008792455	0.001859287	1.204269e-05	0.0001306102	7.647211e-05	0.0008378433	0.002808843	2.09865e-05	0.00757903	0.0388795	0.631926	0.124382	0.204813	0.403416	0.127961	0.224986	0.222997
368100	-5714	-5732.83	18.8316	0.141157	0.00486378	0.082179	0.00981128	-1.95788	-5.32594	-2.49886	-4.62422	-0.820695	-1.87074	-1.60043	-1.54408	0.04646252	0.0121215	0.01840492	0.002768899	0.001403502	3.45661e-05	0.0002011144	0.0003908208	9.880363e-05	0.001321057	0.00079094	0.007733364	0.137994	0.0196065	0.476764	0.365636	0.440126	0.154009	0.201809	0.213508
368150	-5716.36	-5733.74	17.3769	0.119487	0.00745573	0.0350654	0.0153632	-2.12455	-4.89877	-3.35054	-4.17578	-0.91123	-2.1508	-2.04176	-1.51377	0.04664239	0.005222209	0.02127469	0.002464906	0.0004624132	2.949578e-05	0.001457425	0.0002239821	0.001719756	0.002515395	0.0008235024	0.01107072	0.289935	0.603019	0.0388418	0.0682034	0.402029	0.116391	0.1298	0.220078
368200	-5709.12	-5729.74	20.6208	0.223709	0.0109363	0.0610038	0.0142448	-1.49741	-4.51567	-2.79682	-4.25137	-0.813295	-1.90031	-1.71834	-1.56309	0.04416887	0.009707271	0.0116983	0.008115003	0.001748052	4.066766e-05	0.00257291	0.0006493359	0.0001729464	0.002577202	4.543537e-05	0.00929816	0.623246	0.163919	0.0730126	0.139822	0.443395	0.149522	0.179363	0.209488
368250	-5713.94	-5736.54	22.6043	0.115631	0.0246415	0.0325438	0.0060528	-2.15735	-3.70332	-3.42517	-5.10723	-1.01895	-1.96095	-1.50932	-1.514	0.04158969	0.01244325	0.01375116	0.001332902	0.0001255066	8.392894e-05	0.002184795	0.0002849133	8.623737e-05	0.006870352	0.0001180496	0.007398493	0.498097	0.15806	0.230188	0.113654	0.360975	0.140725	0.22106	0.220029
368300	-5712.35	-5730.94	18.5846	0.314887	0.0355052	0.0345726	0.0132728	-1.15554	-3.33808	-3.36469	-4.32204	-0.681806	-1.82103	-1.88577	-1.48826	0.05880585	0.005877415	0.01160026	0.01701183	0.00519536	4.318832e-06	0.001016853	1.926281e-05	3.893652e-05	0.006135103	6.08317e-06	0.005918836	0.721404	0.221344	0.00820772	0.0490447	0.505703	0.161859	0.151712	0.225766
368350	-5709.18	-5739.02	29.8441	0.259119	0.0220259	0.0611247	0.00707575	-1.35047	-3.81553	-2.79484	-4.95108	-0.708084	-1.92291	-1.50814	-1.5385	0.03313349	0.008553057	0.01125755	0.004584165	0.001064499	4.726393e-06	0.0001566239	7.480747e-06	0.001572899	0.003353639	0.0004604445	0.008468408	0.0813316	0.797142	0.0850381	0.0364879	0.492587	0.146181	0.221321	0.214704
368400	-5707.7	-5728.61	20.9108	0.189249	0.0549072	0.0706037	0.00851443	-1.66469	-2.90211	-2.65067	-4.76599	-0.805807	-1.72612	-2.00914	-1.57498	0.04824107	0.01182398	0.02061351	0.003650674	0.001347906	1.425251e-05	0.0009997868	6.197465e-05	0.0001512951	0.002956612	0.0001099908	0.009637029	0.354193	0.441512	0.143733	0.0605611	0.446727	0.177973	0.134103	0.207012
368450	-5718.76	-5734.58	15.8183	0.194815	0.0654447	0.0723564	0.0107154	-1.63571	-2.72655	-2.62615	-4.53607	-0.773444	-1.57746	-1.7844	-1.53916	0.04888182	0.007243495	0.02607828	0.003450867	0.001978206	0.001838318	0.001752335	1.42174e-05	2.355581e-05	0.004572851	0.001281718	0.01180845	0.102377	0.0794627	0.295241	0.52292	0.461421	0.206499	0.167898	0.21456
368500	-5707.53	-5733.81	26.2778	0.0750206	0.0331658	0.0641015	0.019919	-2.58999	-3.40624	-2.74729	-3.91608	-1.02597	-1.86077	-1.88899	-1.43857	0.0499625	0.01024553	0.01097451	0.001867255	0.001920504	0.0001058375	0.0004719476	1.759497e-05	2.368017e-05	0.002769916	0.0002135201	0.01090916	0.197348	0.17858	0.349803	0.27427	0.358448	0.155553	0.151225	0.237266
368550	-5716.17	-5739.25	23.0772	0.243022	0.0297315	0.1046	0.0258319	-1.4146	-3.51555	-2.25761	-3.65614	-0.635441	-1.92444	-1.40995	-1.41875	0.06832336	0.006524729	0.01162538	0.001882901	1.122814e-05	0.0001432751	0.005363645	1.250465e-05	0.0001013712	0.0008811889	0.0009119044	0.007631182	0.439035	0.186068	0.032189	0.342708	0.529702	0.145957	0.244155	0.242016
368600	-5709.1	-5730	20.8974	0.165046	0.0355681	0.0598833	0.0147621	-1.80153	-3.3363	-2.81536	-4.21569	-0.772604	-1.85627	-1.92869	-1.46863	0.04319739	0.01139352	0.01460515	0.009743706	9.327342e-08	0.0001835748	0.002716272	8.911244e-05	0.0002631876	0.002852518	0.0005309221	0.0189189	0.544287	0.179688	0.158926	0.117099	0.461809	0.156254	0.145338	0.230241
368650	-5703.77	-5726.4	22.6253	0.178932	0.0550905	0.0592553	0.0122915	-1.72075	-2.89878	-2.8259	-4.39885	-0.819723	-1.75868	-1.53983	-1.52368	0.04957105	0.009133632	0.01621087	0.007778405	7.691765e-06	0.000344747	9.398834e-05	6.633052e-06	0.001190382	0.002987716	0.0009811884	0.01128059	0.351971	0.206943	0.0240426	0.417044	0.440554	0.172272	0.214417	0.217909
368700	-5711.96	-5729.53	17.5645	0.16323	0.0518375	0.0375651	0.0125667	-1.8126	-2.95964	-3.28168	-4.3767	-0.903333	-1.61726	-1.6549	-1.43383	0.0486325	0.01394756	0.01651355	0.002942241	0.0009450144	0.0005519175	9.020577e-05	0.000233159	0.004924416	0.002899518	0.000154328	0.00981588	0.429285	0.290086	0.0717046	0.208925	0.405217	0.198442	0.19111	0.238395
368750	-5712.52	-5727.09	14.57	0.0904294	0.0568781	0.0525685	0.00864814	-2.40319	-2.86684	-2.94564	-4.75041	-0.916295	-1.85795	-1.66113	-1.46193	0.05036919	0.01384116	0.01607997	0.009225603	8.15076e-05	0.0009658446	0.005310456	0.0006542105	0.002211863	0.003518878	1.18231e-06	0.007963954	0.39261	0.0441456	0.167905	0.39534	0.399998	0.155992	0.189923	0.23179
368800	-5711.87	-5733.41	21.5424	0.0917231	0.0744924	0.0841571	0.0157659	-2.38898	-2.59706	-2.47507	-4.14991	-1.03386	-1.92489	-1.7207	-1.41917	0.05171378	0.01366103	0.01803342	0.002234291	0.0001517659	0.0001658764	0.0009921982	5.041677e-05	0.001516101	0.001810347	0.0003466605	0.008178834	0.304725	0.122231	0.408905	0.164138	0.355631	0.145891	0.17894	0.241915
368850	-5704.79	-5724.57	19.7889	0.081418	0.0361429	0.0340138	0.0101977	-2.50816	-3.32028	-3.38099	-4.5856	-0.963028	-1.94563	-1.85631	-1.55289	0.06065463	0.008245868	0.01347588	0.005313104	3.380333e-05	0.0008461592	0.001547428	2.436395e-06	2.920595e-05	0.003817281	0.0004409096	0.00875736	0.479927	0.229244	0.141533	0.149295	0.381735	0.142897	0.156248	0.211636
368900	-5709.2	-5723.83	14.6326	0.109151	0.0211379	0.0646292	0.0237771	-2.21502	-3.85669	-2.73909	-3.73903	-0.938982	-1.80225	-1.78766	-1.43507	0.0592614	0.01055307	0.01531436	0.009206968	0.00111972	0.0002274678	0.007361943	1.358127e-06	3.538987e-05	0.001814881	0.0002312036	0.01326088	0.431426	0.442431	0.0793456	0.0467974	0.391026	0.164927	0.167352	0.238099
368950	-5702.45	-5728.56	26.1062	0.163439	0.0122642	0.0345335	0.0255118	-1.81131	-4.40107	-3.36583	-3.66862	-0.916434	-1.89378	-1.95816	-1.51643	0.04476779	0.01711238	0.01400769	0.003611404	0.0001046219	2.290548e-05	0.0006344457	4.344979e-07	8.636565e-06	0.004578331	2.803916e-05	0.01292865	0.584303	0.0263736	0.0537968	0.335527	0.399943	0.150501	0.141118	0.219493
369000	-5709.32	-5732.84	23.5214	0.121393	0.0351295	0.0437706	0.0129445	-2.10872	-3.34871	-3.12879	-4.34708	-0.884551	-1.90403	-1.41422	-1.48242	0.05533784	0.01455229	0.009375025	0.009456902	0.00119287	0.0001870807	0.0008583721	4.659347e-08	6.999649e-05	0.008093594	2.951484e-07	0.007419487	0.0665127	0.622001	0.111797	0.199689	0.4129	0.148967	0.243116	0.227088
369050	-5707.17	-5728.12	20.9522	0.0931343	0.0306329	0.0354184	0.00675924	-2.37371	-3.48568	-3.34052	-4.99685	-0.976702	-1.9405	-1.89734	-1.44647	0.05722897	0.009112972	0.01280551	0.003325236	0.0001156797	0.001141959	0.003579298	2.004068e-08	0.0002218941	0.003607267	0.000294557	0.007477799	0.0957582	0.830696	0.0632621	0.0102841	0.376551	0.143633	0.149967	0.235401
369100	-5702.51	-5730.86	28.3517	0.144197	0.0444099	0.0315916	0.00697218	-1.93658	-3.11429	-3.45486	-4.96583	-0.928712	-1.77933	-1.76461	-1.53904	0.04965587	0.007577163	0.01537215	0.002307675	0.0006010723	0.0001752732	0.003503113	1.154476e-08	4.232313e-05	0.0005647887	1.914637e-05	0.01026614	0.330355	0.313456	0.350665	0.0055238	0.395062	0.168751	0.171253	0.214587
369150	-5705.39	-5728.63	23.2423	0.183954	0.0436919	0.0808096	0.0100127	-1.69307	-3.13059	-2.51566	-4.6039	-0.822503	-1.8098	-1.66748	-1.51959	0.05124498	0.01398069	0.01056253	0.004481862	0.002442204	2.940647e-05	0.0008778912	4.863799e-07	6.279809e-05	0.003293059	0.0001998835	0.01214217	0.0402885	0.775505	0.15242	0.0317873	0.439331	0.163686	0.188722	0.218801
369200	-5709.68	-5733.35	23.6787	0.129239	0.133644	0.0265311	0.0150997	-2.04609	-2.01257	-3.62944	-4.19308	-0.879419	-1.54515	-2.07239	-1.42807	0.05804141	0.0172597	0.01333937	0.002497731	0.001305838	5.610122e-06	0.002622087	3.081939e-08	7.069206e-05	0.001763819	0.0001021466	0.009640173	0.035411	0.281685	0.523091	0.159812	0.415024	0.213281	0.125885	0.23977
369250	-5703.28	-5724.27	20.9858	0.185425	0.102775	0.0245196	0.020548	-1.68511	-2.27521	-3.70828	-3.88499	-0.751313	-1.62358	-1.89115	-1.47267	0.06235459	0.01459783	0.01938069	0.003337381	0.000287889	0.0002683299	0.0003122485	1.764351e-08	0.0004923926	0.00273472	0.0001192798	0.007980622	0.322367	0.302296	0.134539	0.240797	0.471747	0.197192	0.150898	0.229311
369300	-5707.61	-5734.93	27.3184	0.140338	0.0649	0.0269253	0.0394929	-1.9637	-2.73491	-3.61469	-3.23163	-0.847134	-1.78522	-1.91258	-1.35082	0.05403725	0.006618684	0.01501935	0.002024386	0.0003553906	0.0001718849	0.0001070865	3.348851e-06	0.0007997865	0.003297317	0.0004909162	0.006932127	0.063636	0.241654	0.297128	0.397582	0.428642	0.16776	0.147699	0.259027
369350	-5709.03	-5729.83	20.8004	0.139742	0.0314946	0.0137911	0.00666894	-1.96796	-3.45794	-4.28373	-5.01029	-1.02393	-1.99851	-2.06027	-1.46542	0.04991699	0.009203454	0.01336463	0.003666429	0.0005816497	0.0001835229	0.0006927822	3.468493e-05	2.803056e-05	0.003150426	1.74146e-05	0.01275241	0.146216	0.17073	0.51986	0.163193	0.35918	0.135537	0.12742	0.23098
369400	-5714.56	-5732	17.4402	0.0930479	0.038754	0.0367863	0.00358034	-2.37464	-3.25052	-3.30263	-5.6323	-0.921452	-1.93831	-1.85796	-1.43398	0.04543981	0.01049502	0.01184549	0.003441072	0.0006195063	0.001630968	0.001154051	3.210183e-05	0.001427527	0.003686769	0.0001774629	0.01084219	0.245706	0.077589	0.482188	0.194517	0.397941	0.143947	0.155991	0.238359
369450	-5711.98	-5722.95	10.9718	0.0543881	0.0549737	0.0155996	0.00273577	-2.91161	-2.9009	-4.16051	-5.90134	-0.970748	-1.79458	-1.86537	-1.53983	0.06107617	0.01072768	0.01758552	0.001408958	3.73315e-05	2.932957e-05	0.00037175	0.003004584	0.001058142	0.003353117	0.0001748091	0.009903103	0.547469	0.360921	0.074663	0.016947	0.3788	0.166198	0.154839	0.214417
369500	-5717	-5731.99	14.9909	0.260671	0.0569426	0.0284608	0.00571931	-1.3445	-2.86571	-3.55923	-5.16391	-0.72967	-1.8447	-1.74677	-1.51394	0.04118969	0.008804215	0.01908063	0.005384725	7.784378e-05	6.394508e-06	0.0111266	0.0004392827	0.004398158	0.002067208	0.001606383	0.007888025	0.523807	0.203196	0.208542	0.0644562	0.482068	0.158072	0.174336	0.220041
369550	-5715.73	-5733.02	17.292	0.137665	0.0738878	0.0178842	0.00447293	-1.98293	-2.60521	-4.02384	-5.40971	-0.979559	-1.85968	-1.81299	-1.63445	0.05741619	0.009950818	0.01526532	0.001963076	0.0001558141	0.001791786	0.0007619399	0.0001559184	0.0001507679	0.001187166	0.0003414969	0.008012476	0.199306	0.105171	0.244989	0.450535	0.375477	0.155723	0.163166	0.195059
369600	-5711.93	-5727.76	15.8345	0.180113	0.0318791	0.0172662	0.0136126	-1.71417	-3.4458	-4.05901	-4.29676	-0.831993	-1.92454	-1.67657	-1.43275	0.0511903	0.01164222	0.01618903	0.002400797	0.000851168	0.0008586007	0.001167841	0.001402792	0.0002646138	0.004253066	0.0001848548	0.00851364	0.243647	0.367725	0.332656	0.0559724	0.435181	0.145943	0.187014	0.238651
369650	-5714	-5734.47	20.4763	0.240329	0.0383113	0.0122041	0.0328428	-1.42575	-3.26201	-4.40598	-3.41602	-0.78804	-1.97164	-1.58673	-1.4141	0.04887101	0.008090072	0.01856934	0.002048325	0.002264034	0.0001020715	0.0003190136	0.0001253367	0.001501175	0.006804109	6.235945e-05	0.006357658	0.638141	0.16877	0.0727983	0.120291	0.454735	0.139229	0.204594	0.243145
369700	-5707.63	-5726.33	18.6994	0.128788	0.0697972	0.0224413	0.0343254	-2.04959	-2.66216	-3.79685	-3.37187	-0.931337	-1.6356	-1.83862	-1.46233	0.05918778	0.006725415	0.02240056	0.002735813	0.0003774432	0.0006206677	0.0005790621	0.0007750668	4.733852e-05	0.002843275	1.413268e-05	0.0123678	0.319594	0.131315	0.516141	0.0329493	0.394027	0.194836	0.159037	0.231695
369750	-5713.7	-5728.69	14.99	0.108259	0.0299656	0.0319836	0.0386382	-2.22323	-3.5077	-3.44253	-3.25351	-0.787109	-1.93109	-2.09748	-1.36839	0.06236583	0.01195405	0.0163039	0.005099054	0.0004118093	6.638388e-05	0.001886243	0.0001877347	0.0002684001	0.00148097	9.488903e-05	0.01498998	0.342201	0.325225	0.288103	0.0444706	0.455159	0.144991	0.122765	0.254516
369800	-5711.68	-5724.95	13.2681	0.122367	0.0293154	0.0670456	0.0206855	-2.10073	-3.52964	-2.70238	-3.87832	-0.904869	-1.76307	-1.59799	-1.54016	0.06188053	0.006992728	0.01468176	0.008130851	0.001092534	2.929342e-05	0.001751005	0.0002592302	0.003674964	0.003335555	0.0004219936	0.01133839	0.815341	0.0268231	0.0093146	0.148521	0.404595	0.171517	0.202303	0.214346
369850	-5705.09	-5724.69	19.6066	0.118845	0.0156344	0.0559923	0.00480954	-2.12993	-4.15828	-2.88254	-5.33715	-0.908223	-1.87627	-1.59939	-1.44107	0.05522056	0.008646495	0.01291787	0.006521759	0.0008848785	2.078725e-05	0.0001086308	0.0001058874	7.498401e-05	0.002822272	0.0001806609	0.008593317	0.938183	0.00624027	0.00246146	0.053115	0.40324	0.153161	0.20202	0.236673
369900	-5709.39	-5729	19.6073	0.129872	0.0239737	0.0516569	0.00400233	-2.04121	-3.7308	-2.96313	-5.52088	-0.888291	-1.94626	-1.9158	-1.54955	0.04846345	0.006801298	0.01687204	0.003659427	0.003100964	0.0001493128	0.000124484	9.101497e-05	0.001132953	0.00427817	5.360363e-06	0.008623198	0.421183	0.120401	0.0112564	0.447159	0.411358	0.142806	0.147225	0.212345
369950	-5703.8	-5724.41	20.6179	0.183662	0.0286574	0.045484	0.0121704	-1.69466	-3.55234	-3.09039	-4.40875	-0.806338	-1.93515	-1.7122	-1.59424	0.0606097	0.009999875	0.01850394	0.003984078	1.505772e-05	0.0008037387	2.193282e-05	0.0006593085	0.0003241682	0.002287546	1.242548e-05	0.007401701	0.677011	0.121584	0.144022	0.0573843	0.44649	0.144403	0.180467	0.203062
370000	-5707.43	-5731.36	23.9316	0.245459	0.0426941	0.0441536	0.0127035	-1.40462	-3.1537	-3.12008	-4.36588	-0.74705	-1.67352	-1.66709	-1.50631	0.05570773	0.008984649	0.008549642	0.007496407	0.0002177902	0.001191474	9.842841e-06	0.0018668	0.000838263	0.002918148	1.135565e-06	0.006850284	0.224173	0.705546	0.0531768	0.0171043	0.473762	0.187585	0.188796	0.221727
370050	-5712.7	-5729.5	16.8049	0.270274	0.0400915	0.0474142	0.0227725	-1.30832	-3.21659	-3.04883	-3.7822	-0.734541	-1.81785	-1.89556	-1.47544	0.0512112	0.01490654	0.01152788	0.00378059	0.001321103	0.0007248247	2.951099e-05	0.00226177	0.009566694	0.003299147	9.87054e-07	0.01132476	0.334442	0.387946	0.252787	0.0248249	0.479726	0.162375	0.150235	0.228678
370100	-5714.27	-5733.25	18.9846	0.206793	0.0498744	0.0585717	0.0415695	-1.57604	-2.99825	-2.8375	-3.18039	-0.869629	-1.69864	-1.56659	-1.45575	0.05364131	0.005936612	0.01153783	0.01043922	4.062848e-05	0.001222119	0.0004053871	0.002028644	0.003674541	0.003013559	0.0001749088	0.0105949	0.186569	0.138933	0.276703	0.397795	0.419107	0.182933	0.208757	0.233225
370150	-5719.2	-5741.32	22.114	0.175307	0.0442431	0.102602	0.0185432	-1.74122	-3.11806	-2.2769	-3.98765	-0.929075	-1.74702	-1.33648	-1.50732	0.03760853	0.01105074	0.01330618	0.003920038	0.0004638191	0.0009188126	0.004911369	0.0004101872	0.0002404434	0.003831274	0.001895373	0.009312204	0.224055	0.354221	0.348932	0.0727909	0.394919	0.174293	0.26277	0.221502
370200	-5707.64	-5728.12	20.4853	0.179577	0.0732433	0.0583537	0.0106391	-1.71715	-2.61397	-2.84123	-4.54322	-0.817329	-1.81101	-1.83205	-1.44935	0.05487971	0.004230017	0.01559534	0.006942401	0.000630644	0.000524972	0.0005520611	0.0006689054	1.629933e-05	0.003927993	6.854105e-05	0.01193425	0.147378	0.323409	0.0126656	0.516548	0.44161	0.163489	0.160085	0.234723
370250	-5714.26	-5733.52	19.2561	0.213725	0.0727165	0.017982	0.0270174	-1.54307	-2.62119	-4.01838	-3.61127	-0.785973	-1.67848	-2.15192	-1.3918	0.04843024	0.01575521	0.009497722	0.00810838	3.963986e-05	0.0004208221	0.00539916	0.0005043427	1.062207e-05	0.002740468	0.0004354737	0.01092658	0.14403	0.306942	0.541214	0.00781404	0.455676	0.186658	0.116261	0.248627
